zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,A02650,A00200,N26270,A26270,N03210,A18425,A18300,A04800,N12000,A12000
62818,1,40,0,0,0,30,60,0,515,515,259,0,0,0,0,0,0,0,0
62818,2,50,50,50,0,50,80,30,1670,1670,1409,0,0,0,0,0,955,0,0
62818,3,20,0,0,0,0,60,20,1541,1614,1050,0,0,0,0,0,984,0,0
62818,4,40,0,40,0,40,120,30,4505,4505,3140,0,0,0,0,0,3399,0,0
62818,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62818,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62819,1,70,50,30,30,30,100,30,949,961,612,0,0,0,0,0,110,0,0
62819,2,50,30,0,0,30,100,50,1750,1750,1484,0,0,0,0,0,908,0,0
62819,3,20,0,30,0,20,50,0,1466,1466,1192,0,0,0,0,0,986,0,0
62819,4,20,0,0,0,0,70,30,2450,2450,1795,0,0,0,0,0,1891,0,0
62819,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62819,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62821,1,1160,740,210,190,760,1590,440,13655,13893,9871,0,0,0,0,0,1917,0,0
62821,2,680,330,210,110,460,1310,420,24955,25322,18610,40,94,50,0,193,12904,40,87
62821,3,450,130,250,50,320,960,270,27214,27658,19108,40,517,30,159,0,17869,30,39
62821,4,340,60,260,20,270,800,210,28975,29387,20080,0,0,30,0,160,21131,30,83
62821,5,380,60,330,0,310,1040,330,49845,50517,30680,70,2160,40,298,428,39668,50,203
62821,6,90,0,70,0,80,210,60,33744,34475,9470,50,5651,0,573,320,28829,30,1136
62822,1,520,320,80,100,240,780,240,6505,6547,4705,0,0,0,0,0,882,20,59
62822,2,310,140,110,70,170,630,220,11137,11186,9027,0,0,0,0,0,5729,0,0
62822,3,170,70,80,0,100,340,90,10391,10460,7867,0,0,50,0,0,7157,0,0
62822,4,90,40,70,0,60,220,60,7998,7998,5281,0,0,0,0,0,5860,0,0
62822,5,100,0,80,0,80,260,70,14367,14444,8284,0,0,0,0,0,11823,0,0
62822,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62823,1,280,190,60,30,220,380,100,3326,3380,2124,0,0,20,0,0,486,0,0
62823,2,220,90,80,40,170,440,140,8188,8282,6379,20,238,0,0,0,4215,0,0
62823,3,120,50,80,0,100,260,70,7396,7476,5537,0,0,0,0,0,4818,0,0
62823,4,80,0,70,0,70,240,80,7104,7159,5405,0,0,30,0,0,5097,0,0
62823,5,80,0,70,0,70,210,60,10973,11132,6209,0,0,0,0,0,8166,0,0
62823,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62824,1,290,190,50,50,180,410,110,3384,3472,2200,0,0,0,0,0,464,0,0
62824,2,220,110,70,40,150,390,110,7857,7955,6053,0,0,0,0,0,4119,0,0
62824,3,110,40,80,0,90,270,70,7075,7272,5036,0,0,0,0,0,4502,30,59
62824,4,60,0,50,0,50,190,70,5462,5462,3971,30,509,0,0,0,3957,0,0
62824,5,70,0,60,0,70,190,60,10202,10345,5032,0,0,0,0,0,8047,0,0
62824,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62827,1,150,100,0,30,100,210,70,1740,1740,1347,0,0,0,0,0,232,0,0
62827,2,130,60,70,20,90,250,70,4745,4853,3603,20,42,0,0,0,2389,0,0
62827,3,90,40,70,0,70,210,60,5622,5776,4260,0,0,0,0,0,3641,0,0
62827,4,60,0,50,0,50,140,30,5042,5042,3650,0,0,0,0,0,3669,0,0
62827,5,70,0,60,0,60,160,40,10311,10408,4833,0,0,0,0,0,8439,0,0
62827,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62828,1,200,150,30,20,140,220,40,2317,2381,1419,0,0,0,0,0,322,0,0
62828,2,120,60,40,30,90,230,60,4752,4832,3560,0,0,20,0,0,2568,0,0
62828,3,110,30,70,0,80,260,80,6793,6897,4920,0,0,0,0,0,4448,0,0
62828,4,80,20,70,0,60,220,60,7033,7075,4765,0,0,0,0,0,5075,0,0
62828,5,90,0,100,0,90,250,90,11781,12154,8860,30,512,0,0,0,9399,0,0
62828,6,20,0,0,0,0,50,0,8195,8195,0,0,0,0,0,0,6248,0,0
62830,1,190,120,40,30,90,270,70,2406,2459,1741,0,0,0,0,0,328,0,0
62830,2,150,60,50,50,80,300,110,5524,5583,4260,0,0,0,0,0,2874,0,0
62830,3,80,20,50,0,50,190,60,5095,5132,3810,0,0,0,0,0,3336,0,0
62830,4,80,20,70,0,60,210,60,7276,7276,5258,0,0,30,0,0,5358,0,0
62830,5,90,0,80,0,60,240,80,12101,12341,8718,0,0,0,0,0,9817,0,0
62830,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62831,1,80,60,0,0,60,90,30,875,875,504,0,0,0,0,0,133,0,0
62831,2,70,40,40,0,60,100,0,2382,2447,1496,0,0,0,0,0,1157,0,0
62831,3,60,30,30,0,50,120,30,3410,3459,2640,0,0,0,0,0,2232,0,0
62831,4,30,0,30,0,20,80,20,2846,2846,2067,0,0,0,0,0,2092,0,0
62831,5,40,0,30,0,30,120,50,4351,4351,3389,0,0,0,0,0,3484,0,0
62831,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62832,1,1470,960,180,310,790,2090,660,17999,18139,13491,0,0,30,0,52,2780,20,50
62832,2,930,450,270,190,570,1710,510,34046,34326,25911,40,210,50,0,0,17903,0,0
62832,3,630,200,330,80,370,1340,390,38338,38640,28487,20,126,60,78,186,25732,30,57
62832,4,400,70,310,30,270,970,270,34785,35080,24836,20,95,40,0,0,25727,0,0
62832,5,450,40,400,0,310,1280,430,56737,57570,38630,60,2329,60,420,441,45183,30,132
62832,6,50,0,50,0,40,140,40,16293,16293,8688,0,0,0,0,0,14328,0,0
62833,1,50,40,0,0,50,50,30,540,540,344,0,0,0,0,0,0,0,0
62833,2,60,20,40,0,50,110,0,2608,2667,1814,0,0,0,0,0,1499,0,0
62833,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62833,4,20,0,20,0,20,80,30,2051,2152,1539,0,0,0,0,0,1403,0,0
62833,5,30,0,30,0,30,90,20,3973,3973,2017,0,0,0,0,0,3065,0,0
62833,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62835,1,170,100,40,30,120,250,70,2125,2167,1394,0,0,0,0,0,243,0,0
62835,2,100,40,40,30,60,210,70,3828,3828,3133,20,241,0,0,0,1979,0,0
62835,3,80,40,50,0,60,170,50,4744,4800,3429,0,0,0,0,0,3083,0,0
62835,4,40,0,40,0,40,120,40,3779,3779,2758,0,0,0,0,0,2784,0,0
62835,5,70,0,60,0,60,190,50,11778,12048,4847,0,0,0,0,0,8351,0,0
62835,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62836,1,100,60,20,30,60,120,30,1179,1179,806,0,0,0,0,0,168,0,0
62836,2,70,30,30,0,40,140,50,2457,2457,1806,0,0,0,0,0,1167,0,0
62836,3,60,20,50,0,60,190,80,3893,3941,3184,0,0,0,0,0,2474,0,0
62836,4,30,0,20,0,0,80,30,2369,2369,1580,0,0,0,0,0,1665,0,0
62836,5,60,0,60,0,50,180,70,8659,8808,5359,0,0,0,0,0,6876,0,0
62836,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62837,1,1450,950,230,260,1130,1990,590,17103,17337,12252,0,0,30,0,42,2456,20,17
62837,2,930,460,310,150,710,1760,520,34225,34632,26309,30,27,70,0,0,17798,0,0
62837,3,630,190,390,50,540,1450,420,38821,39290,27645,30,208,60,84,217,25401,20,42
62837,4,370,40,310,0,310,960,280,31632,32145,21925,30,318,40,0,0,22705,30,47
62837,5,390,50,350,0,340,1070,320,50446,51334,31840,50,1130,50,299,434,39716,40,217
62837,6,70,0,60,0,60,160,30,22473,23369,8514,30,1645,0,468,229,19398,20,541
62838,1,280,170,60,50,180,430,130,3384,3419,2751,0,0,0,0,0,450,0,0
62838,2,170,70,70,40,130,340,110,6209,6298,5131,0,0,40,0,0,3099,0,0
62838,3,110,40,70,0,80,270,90,6512,6581,4614,30,618,0,0,0,4223,30,101
62838,4,80,0,70,0,70,220,70,6937,7034,4624,0,0,0,0,0,4934,0,0
62838,5,70,0,60,0,60,190,50,11091,11319,5172,0,0,0,0,0,8796,0,0
62838,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62839,1,1120,760,160,180,670,1500,430,13445,13630,10179,0,0,0,60,41,2184,0,0
62839,2,790,390,220,140,520,1470,460,28526,28768,23618,40,95,60,0,0,15112,40,55
62839,3,420,120,260,40,300,1010,320,25887,26136,19559,0,0,40,0,114,16991,0,0
62839,4,310,50,250,0,240,820,260,26734,27051,19101,20,161,40,0,0,19412,20,57
