zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,A02650,A00200,N26270,A26270,N03210,A18425,A18300,A04800,N12000,A12000
62894,2,90,40,40,30,60,180,40,3381,3381,2495,0,0,0,0,0,1664,0,0
62894,3,80,30,50,0,60,190,50,5225,5369,3908,0,0,0,0,0,3460,0,0
62894,4,70,0,50,0,50,170,60,5671,5671,4303,0,0,20,0,0,4100,0,0
62894,5,60,0,60,0,40,170,50,8522,8559,5412,0,0,0,0,0,6992,0,0
62894,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62895,1,280,180,50,40,200,350,90,3264,3355,2128,0,0,20,0,0,459,0,0
62895,2,210,90,80,50,160,450,160,7907,7997,5847,0,0,0,0,0,3905,30,148
62895,3,130,40,80,0,100,320,100,8033,8199,5597,0,0,0,124,0,5177,0,0
62895,4,90,20,80,0,70,240,70,7841,7933,5362,40,467,20,0,0,5682,0,0
62895,5,110,0,100,0,90,310,110,15390,15589,10005,0,0,0,0,210,12213,0,0
62895,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62896,1,1980,1170,320,450,1010,3030,980,24696,24990,18563,0,0,30,29,0,3424,20,35
62896,2,1160,530,370,220,610,2200,680,42220,42568,33590,40,131,70,0,84,21792,0,0
62896,3,700,230,380,80,410,1520,450,42507,42841,31934,40,319,50,91,178,28555,20,26
62896,4,430,60,330,30,270,1080,320,36999,37314,28405,0,0,50,0,0,27203,0,0
62896,5,460,50,410,0,310,1230,360,60221,60664,41955,40,692,50,226,374,48473,40,204
62896,6,60,0,50,0,50,150,40,23406,23883,10693,30,3244,0,329,240,20516,0,0
62897,1,70,50,30,0,50,90,0,915,932,676,0,0,0,0,0,146,0,0
62897,2,40,30,0,0,20,80,50,1350,1350,1294,0,0,0,0,0,692,0,0
62897,3,30,0,40,0,20,90,40,2154,2154,2583,0,0,0,0,0,1392,0,0
62897,4,20,0,0,0,30,50,0,1803,1803,0,0,0,0,0,0,1336,0,0
62897,5,30,0,20,0,0,80,30,3452,3452,2011,0,0,0,0,0,2749,0,0
62897,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62898,1,270,180,50,40,150,370,100,3255,3295,2383,0,0,30,0,0,461,0,0
62898,2,250,110,80,80,150,450,130,9201,9332,6996,0,0,0,0,105,4781,0,0
62898,3,160,50,90,0,110,350,100,9769,9871,7637,0,0,30,0,0,6463,0,0
62898,4,120,30,100,0,80,330,110,10649,10727,8144,40,203,0,166,0,7846,0,0
62898,5,140,0,140,0,100,400,130,21503,21728,14288,0,0,20,0,165,17561,0,0
62898,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62899,1,280,160,70,30,180,440,120,3433,3469,2021,0,0,0,0,0,409,0,0
62899,2,170,70,70,40,120,380,140,6287,6367,4514,0,0,0,0,0,3081,0,0
62899,3,120,40,80,0,90,290,100,7117,7161,4936,30,361,30,0,0,4608,0,0
62899,4,80,0,70,0,60,220,60,7107,7190,5234,0,0,0,0,0,5107,0,0
62899,5,80,0,80,0,70,210,60,14537,14808,5785,0,0,0,0,0,12102,0,0
62899,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62901,1,4060,2960,240,820,1250,5570,1800,51141,51673,45656,20,13,220,0,68,9071,0,0
62901,2,1730,1020,320,350,640,2990,950,61217,61915,49933,30,47,250,65,184,33497,40,51
62901,3,750,340,300,80,320,1430,380,45963,46545,31729,30,194,130,155,317,31967,30,46
62901,4,510,160,300,30,270,1080,270,44000,44636,26181,30,249,80,163,391,32837,40,124
62901,5,670,130,520,20,400,1590,400,90024,90947,44475,50,1466,70,497,975,72564,60,280
62901,6,230,40,180,0,170,550,140,86282,87612,39872,60,5935,0,1431,806,78231,40,1171
62902,1,750,560,70,120,280,960,270,9208,9353,7199,20,-3,40,0,0,1701,0,0
62902,2,490,270,120,90,210,840,240,17467,17720,13319,0,0,50,0,0,9395,20,32
62902,3,280,100,150,40,130,560,130,17019,17280,11034,30,141,30,118,317,11354,0,0
62902,4,210,50,150,0,120,490,130,18552,18802,12100,0,0,40,0,0,13694,20,41
62902,5,310,40,270,0,170,770,200,42438,43105,23747,40,590,40,214,433,34460,30,133
62902,6,130,0,120,0,100,330,90,54059,54928,23633,50,11959,0,1428,545,46573,30,925
62903,1,420,320,40,60,140,500,130,5043,5116,4189,0,0,0,0,81,796,0,0
62903,2,220,120,50,60,80,420,150,7989,8104,6276,0,0,70,0,0,4263,0,0
62903,3,120,60,70,0,60,280,90,7683,7745,4905,30,559,0,0,0,5159,0,0
62903,4,90,0,70,0,50,220,70,7923,7970,4309,0,0,40,98,0,5854,0,0
62903,5,180,30,150,0,100,470,140,25319,25562,13497,0,0,0,0,186,20680,50,302
62903,6,70,0,60,0,50,170,50,27845,28067,11927,30,3614,0,540,227,25389,0,0
62905,1,110,80,0,0,40,150,30,1385,1476,1097,0,0,0,0,0,217,0,0
62905,2,80,30,50,40,30,160,50,2909,2909,2242,0,0,20,0,0,1451,0,0
62905,3,60,30,30,0,50,120,40,3703,3735,2567,0,0,0,0,0,2459,0,0
62905,4,20,0,20,0,0,50,0,2015,2015,1217,0,0,0,0,0,1432,0,0
62905,5,40,0,30,0,20,90,20,5438,5438,3189,0,0,0,0,0,4510,0,0
62905,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62906,1,1210,840,160,210,580,1660,480,14768,14980,10933,30,294,20,0,0,2222,20,30
62906,2,710,350,210,130,390,1310,400,26126,26346,18588,0,0,50,0,149,13773,30,42
62906,3,430,140,240,40,270,930,270,26481,26731,17808,30,43,60,0,0,17792,30,56
62906,4,320,60,230,30,210,770,220,27649,27973,18167,0,0,40,125,167,20296,0,0
62906,5,360,40,310,0,280,940,270,46604,47028,28813,40,411,40,608,652,37460,40,210
62906,6,60,0,50,0,50,150,40,18119,18404,7461,20,3083,0,0,0,16000,0,0
62907,1,300,220,50,30,170,380,100,3495,3568,2276,0,0,0,0,0,569,0,0
62907,2,210,90,90,30,140,420,120,7748,7811,5509,0,0,0,0,0,3808,40,107
62907,3,150,50,90,20,100,370,130,9534,9592,6501,0,0,30,0,0,6346,0,0
62907,4,120,30,100,0,70,300,90,9964,10005,6863,0,0,0,171,0,7217,0,0
62907,5,140,0,150,0,120,400,150,18860,18994,14528,40,431,20,0,247,14976,0,0
62907,6,20,0,0,0,0,60,0,6065,6065,0,0,0,0,0,0,5168,0,0
62908,1,60,50,0,0,40,80,20,663,689,458,0,0,0,0,0,0,0,0
62908,2,50,30,30,0,40,100,30,1853,1853,1031,0,0,0,0,0,970,0,0
62908,3,30,0,40,0,20,80,40,1668,1668,2461,0,0,0,0,0,1031,0,0
62908,4,20,0,0,0,20,50,0,1891,2101,0,0,0,0,0,0,1407,0,0
62908,5,40,0,40,0,30,130,50,6217,6217,2913,0,0,0,0,0,4960,0,0
62908,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62910,1,390,230,70,80,200,620,220,5071,5136,3742,0,0,0,0,0,697,0,0
62910,2,270,110,100,50,170,570,200,9695,9744,7582,0,0,30,0,0,4782,0,0
62910,3,130,40,90,30,90,330,110,8155,8194,5883,0,0,0,0,0,5208,0,0
62910,4,70,0,60,0,50,170,50,6017,6082,3980,0,0,0,0,0,4367,0,0
62910,5,100,0,90,0,80,270,80,14554,14554,10414,0,0,0,0,0,12046,0,0
62910,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62912,1,170,120,30,0,90,220,60,1847,1866,1313,0,0,0,0,0,246,0,0
62912,2,130,50,60,50,80,290,100,4970,5035,3549,0,0,30,0,0,2369,0,0
62912,3,70,40,50,0,50,160,40,4573,4573,2679,0,0,0,0,0,3013,0,0
62912,4,70,0,60,0,50,190,60,5950,5999,3769,0,0,0,0,0,4225,0,0
62912,5,60,0,50,0,40,150,50,7891,7891,5253,0,0,0,0,0,6459,0,0
62912,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62914,1,410,200,40,170,170,800,370,5617,5653,4802,0,0,0,0,0,787,0,0
62914,2,210,80,40,100,90,410,160,7445,7518,5505,0,0,0,0,0,3853,0,0
62914,3,70,50,20,0,30,140,40,4224,4224,2419,0,0,0,0,0,2947,0,0
62914,4,40,0,20,0,20,80,30,3179,3251,2020,0,0,0,0,0,2376,0,0
62914,5,40,0,30,0,30,80,0,6351,6351,2386,0,0,0,0,0,5332,0,0
62914,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62916,1,140,100,20,20,100,170,50,1760,1796,1503,20,21,0,0,0,313,0,0
62916,2,90,50,30,0,60,180,60,3195,3195,1731,0,0,0,0,0,1612,0,0
62916,3,80,40,40,0,60,180,60,4599,4747,2984,0,0,0,0,0,3011,0,0
62916,4,50,0,50,0,40,150,50,4427,4427,3339,0,0,0,0,0,3178,0,0
62916,5,80,0,70,0,70,220,70,12308,12406,6310,0,0,0,0,0,9999,0,0
62916,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62917,1,420,250,60,100,250,670,240,5342,5369,4183,0,0,0,0,0,759,0,0
62917,2,230,100,80,60,140,440,130,8408,8470,6228,0,0,0,0,160,4292,0,0
62917,3,120,50,80,0,80,270,70,7703,7765,5220,0,0,40,0,0,5095,40,170
62917,4,100,0,80,0,80,280,100,8443,8461,6372,30,1306,0,0,0,6159,0,0
62917,5,110,0,100,0,80,300,100,18057,18198,11426,0,0,0,0,0,14838,0,0
62917,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62918,1,1410,1030,140,220,540,1740,500,17299,17477,13480,0,0,50,0,0,3037,0,0
62918,2,1030,510,290,200,420,1910,590,37557,38031,29539,40,168,100,0,142,19868,50,79
62918,3,680,210,370,90,320,1490,440,42098,42514,31213,30,276,90,96,162,28080,0,0
62918,4,520,100,390,30,280,1290,380,44898,45289,30984,20,170,70,95,221,33080,30,68
62918,5,780,80,690,20,450,2240,780,103327,104133,72017,60,1378,110,618,968,83554,50,287
62918,6,180,0,160,0,140,530,190,68325,69217,44011,50,6168,0,1186,610,62069,30,542
62919,1,130,60,30,50,70,220,70,1598,1638,1138,0,0,0,0,0,148,0,0
62919,2,70,20,40,0,40,150,40,2663,2663,2002,0,0,0,0,0,1226,0,0
62919,3,50,20,30,0,30,110,50,3232,3232,2337,0,0,0,0,0,2120,0,0
62919,4,50,0,40,0,40,110,0,4198,4198,2795,0,0,0,0,0,3051,0,0
62919,5,30,0,30,0,20,80,20,4403,4403,2064,0,0,0,0,0,3584,0,0
62919,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62920,1,470,320,70,80,220,630,180,5748,5793,4433,0,0,0,0,0,832,20,16
62920,2,350,150,120,70,200,690,230,12440,12583,8685,0,0,30,0,99,6252,0,0
62920,3,210,70,130,20,120,450,120,13009,13095,9202,0,0,0,0,0,8741,0,0
62920,4,140,20,100,0,90,330,90,11857,11963,7097,0,0,30,0,0,8666,0,0
62920,5,180,20,160,0,130,440,100,23135,23406,11948,50,540,0,360,293,18459,20,127
62920,6,30,0,30,0,30,80,20,9794,9794,5458,0,0,0,0,0,8745,0,0
62922,1,430,270,90,60,210,570,150,5265,5335,3713,0,0,0,0,0,773,0,0
62922,2,280,110,120,50,150,550,150,10220,10372,7124,0,0,30,72,0,4923,0,0
62922,3,200,60,130,0,120,420,90,12070,12147,7637,0,0,0,0,235,7823,0,0
62922,4,150,40,120,0,100,380,110,13319,13399,9220,0,0,0,0,0,9766,30,60
62922,5,180,0,160,0,130,490,170,24083,24279,19681,40,2662,30,200,296,19410,0,0
62922,6,30,0,20,0,20,70,0,8770,8770,0,0,0,0,0,0,7594,0,0
62923,1,90,60,40,30,50,120,30,1004,1025,894,0,0,0,0,0,126,0,0
62923,2,50,40,0,0,30,100,30,1816,1816,1293,0,0,0,0,0,945,0,0
62923,3,60,0,40,0,60,130,60,4097,4097,5189,0,0,0,0,0,2858,0,0
62923,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62923,5,20,0,20,0,0,60,0,2950,2950,0,0,0,0,0,0,2375,0,0
62923,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62924,1,440,290,60,80,180,610,170,5499,5566,4250,0,0,0,0,0,919,0,0
62924,2,330,160,100,60,150,600,180,12097,12241,9584,20,82,70,145,0,6429,0,0
62924,3,210,80,110,30,120,450,130,12812,12894,9267,0,0,0,0,219,8619,0,0
62924,4,100,30,80,0,60,270,80,8640,8714,5935,0,0,20,0,0,6305,0,0
62924,5,120,0,100,0,90,330,110,17637,17737,10355,0,0,0,0,0,13584,0,0
62924,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62926,1,350,220,60,70,170,540,180,4585,4630,3097,0,0,0,0,0,689,0,0
62926,2,230,100,90,50,130,460,140,8567,8640,5986,0,0,0,98,130,4251,0,0
62926,3,120,50,80,0,80,300,90,7713,7750,5407,0,0,0,0,0,5044,0,0
62926,4,90,0,70,0,60,250,80,7749,7797,5356,40,870,40,0,0,5672,0,0
62926,5,90,0,80,0,70,240,70,13013,13126,8250,0,0,0,0,0,10561,0,0
62926,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62930,1,950,540,170,220,560,1520,530,11651,11807,8726,20,-20,0,0,0,1431,0,0
62930,2,570,250,210,100,350,1140,350,20770,20924,15518,0,0,30,0,0,10355,30,39
62930,3,330,120,180,50,230,700,200,20286,20472,15001,30,177,20,0,0,13752,30,61
62930,4,240,30,190,0,160,610,180,20650,20927,15251,0,0,20,0,0,15199,0,0
62930,5,240,30,210,0,180,630,190,31088,31395,19978,40,1724,20,415,431,24933,50,349
62930,6,50,0,40,0,40,120,30,13638,13835,6705,0,0,0,0,0,11771,0,0
62931,1,240,140,50,50,150,370,110,2777,2820,2123,0,0,0,0,0,360,20,26
62931,2,120,50,40,30,90,220,60,4398,4398,3215,0,0,0,0,0,2237,0,0
62931,3,90,50,60,0,70,210,60,5704,5761,3791,0,0,0,0,0,3805,0,0
62931,4,70,0,50,0,50,150,40,5859,5859,4216,0,0,0,0,0,4330,0,0
62931,5,70,0,60,0,50,180,50,10032,10059,5825,0,0,0,0,0,8333,0,0
62931,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62932,1,240,150,50,40,130,370,120,3098,3162,2411,0,0,20,0,0,441,0,0
62932,2,180,80,60,40,90,360,120,6184,6184,4883,0,0,0,0,0,3082,0,0
62932,3,100,40,60,0,60,240,80,6013,6051,4457,0,0,0,0,0,3956,0,0
62932,4,50,0,50,0,40,130,40,4383,4425,2617,0,0,0,0,0,3170,0,0
62932,5,70,0,60,0,50,170,40,10099,10099,4793,0,0,0,0,0,8235,0,0
62932,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62933,1,190,140,20,20,80,230,50,2458,2486,1663,0,0,0,0,0,394,0,0
62933,2,170,80,50,40,70,300,90,6113,6149,4521,0,0,30,0,0,3252,0,0
62933,3,90,50,40,0,50,180,50,5371,5477,4061,0,0,0,0,0,3680,0,0
62933,4,60,0,50,0,40,140,40,4978,4978,3085,0,0,0,0,0,3700,0,0
62933,5,60,0,60,0,40,160,40,9847,9974,5595,0,0,0,0,0,8136,0,0
62933,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62934,1,150,100,30,40,100,230,70,2096,2096,1581,0,0,0,0,0,376,0,0
62934,2,80,40,40,0,60,160,30,3194,3267,2239,0,0,0,0,0,1619,0,0
62934,3,50,40,20,0,40,100,30,3258,3258,2413,0,0,0,0,0,2269,0,0
62934,4,40,0,30,0,30,110,30,3917,3917,2896,0,0,0,0,0,2938,0,0
62934,5,50,0,50,0,40,120,30,7633,7760,4545,0,0,0,0,0,6230,0,0
62934,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62935,1,300,190,60,40,170,400,100,3682,3713,2588,0,0,0,0,0,488,0,0
62935,2,190,70,80,50,120,390,130,6901,6933,5104,0,0,0,0,147,3382,0,0
62935,3,130,40,80,0,90,300,90,7957,8094,5963,30,499,30,0,0,5293,0,0
62935,4,90,20,70,0,60,240,80,7397,7397,5474,0,0,0,0,0,5380,0,0
62935,5,110,0,90,0,90,300,100,17910,18185,11591,0,0,0,0,0,14715,0,0
62935,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62938,1,390,220,90,70,260,620,180,4850,4900,3373,0,0,0,0,119,644,0,0
62938,2,200,100,80,20,120,390,110,7518,7583,4758,0,0,30,0,0,3820,20,16
62938,3,160,50,90,20,110,340,90,9879,9904,6442,30,59,0,0,0,6673,0,0
62938,4,120,40,90,0,90,280,70,10434,10483,6706,0,0,0,0,0,7664,0,0
62938,5,130,0,110,0,110,330,90,17570,17747,10773,0,0,0,0,0,14230,0,0
62938,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62939,1,430,270,70,80,210,580,170,5284,5324,3878,0,0,0,0,0,751,0,0
62939,2,350,150,130,60,190,660,180,12698,12781,8882,0,0,50,0,148,6321,0,0
62939,3,230,90,140,30,150,520,150,14400,14557,8888,30,-4,0,0,0,9400,30,44
62939,4,150,0,130,0,90,390,110,13013,13132,7775,0,0,20,0,0,9478,0,0
62939,5,220,20,200,0,140,600,190,29041,29240,19880,40,943,30,294,386,23463,0,0
62939,6,40,0,30,0,30,100,30,8579,8579,4886,0,0,0,0,0,7375,0,0
62940,1,70,50,20,20,40,110,50,933,933,697,0,0,0,0,0,170,0,0
62940,2,40,30,0,0,20,70,0,1356,1356,1016,0,0,0,0,0,693,0,0
62940,3,40,0,30,0,40,80,30,2939,2939,2748,0,0,0,0,0,2043,0,0
62940,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62940,5,20,0,20,0,0,50,0,3606,3606,0,0,0,0,0,0,2832,0,0
62940,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62941,1,100,60,20,0,70,150,40,1327,1342,973,0,0,0,0,0,233,0,0
62941,2,60,20,30,40,50,130,40,2392,2392,1469,0,0,0,0,0,1160,0,0
62941,3,70,20,40,0,60,170,60,4398,4447,3509,0,0,0,0,0,2894,0,0
62941,4,30,0,30,0,30,90,20,2854,2854,2132,0,0,0,0,0,2042,0,0
62941,5,30,0,30,0,20,110,40,4267,4267,3323,0,0,0,0,0,3388,0,0
62941,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62942,1,90,50,0,40,40,130,40,1086,1086,702,0,0,0,0,0,145,0,0
62942,2,70,30,40,0,60,130,30,2341,2387,1621,0,0,0,0,0,1121,0,0
62942,3,30,0,20,0,0,90,40,1912,1912,1413,0,0,0,0,0,1218,0,0
62942,4,40,0,30,0,20,90,20,4212,4212,3095,0,0,0,0,0,3333,0,0
62942,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62942,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62943,1,100,60,30,20,60,140,40,1262,1283,1023,0,0,0,0,0,166,0,0
62943,2,70,30,50,0,50,160,60,2650,2650,2133,0,0,0,0,0,1308,0,0
62943,3,40,20,0,0,30,80,20,2487,2544,1321,0,0,0,0,0,1727,0,0
62943,4,30,0,30,0,20,80,20,2473,2473,1641,0,0,0,0,0,1807,0,0
62943,5,40,0,30,0,30,90,20,5770,5770,2276,0,0,0,0,0,4754,0,0
62943,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62946,1,2050,1250,310,450,1150,3060,1000,25515,25866,19297,0,0,30,0,0,3710,30,12
62946,2,1160,530,360,230,660,2220,700,41661,42103,31534,50,-157,70,0,141,21191,40,30
62946,3,730,230,410,70,470,1610,470,45404,45763,31908,30,-22,50,135,126,30379,30,20
62946,4,510,100,370,40,350,1270,380,44093,44440,30402,30,46,50,0,156,32728,30,45
62946,5,560,80,490,0,410,1540,490,72900,73670,48228,70,1143,60,401,574,58698,60,175
62946,6,110,0,90,0,100,300,100,45490,46348,16923,60,7093,0,1176,593,40269,30,1428
62947,1,60,40,40,0,30,100,40,774,800,358,0,0,0,0,0,0,0,0
62947,2,30,0,0,0,20,60,0,1223,1223,753,0,0,0,0,0,655,0,0
62947,3,50,20,30,0,40,100,30,3268,3268,2043,0,0,0,0,0,2192,0,0
62947,4,30,0,20,0,40,70,0,2345,2345,3774,0,0,0,0,0,1721,0,0
62947,5,20,0,20,0,0,70,30,3452,3452,0,0,0,0,0,0,2852,0,0
62947,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62948,1,2230,1480,270,450,950,3090,920,28852,29150,22371,30,76,60,0,72,4878,30,52
62948,2,1400,710,360,280,600,2540,790,50181,50491,40596,0,0,100,0,0,26698,0,0
62948,3,740,230,390,100,390,1610,480,45018,45393,34940,30,235,80,189,207,30113,20,37
62948,4,470,90,340,40,250,1210,400,40186,40528,29471,30,221,70,0,214,29618,20,63
62948,5,560,70,500,0,300,1560,510,72562,73103,51189,40,834,80,299,507,58521,30,156
62948,6,110,0,90,0,90,280,90,39130,39498,25436,40,3974,0,785,376,34914,20,394
62951,1,960,600,150,190,480,1390,430,11947,12045,9010,0,0,0,0,0,1740,0,0
62951,2,590,260,190,130,320,1090,340,21218,21365,17006,0,0,30,0,0,10859,30,50
62951,3,350,100,200,50,200,750,220,21152,21335,15839,0,0,30,98,0,14099,0,0
62951,4,210,60,160,0,130,510,150,18161,18259,13398,0,0,40,0,189,13472,0,0
62951,5,190,0,180,0,120,520,180,24687,24789,18423,40,338,0,0,0,20000,0,0
62951,6,30,0,20,0,20,60,0,7400,7400,4321,0,0,0,0,0,6553,0,0
62952,1,510,330,80,80,260,700,210,6269,6319,4660,0,0,0,0,0,904,0,0
62952,2,330,140,120,60,190,650,210,11935,12081,9092,0,0,30,109,0,6060,30,64
62952,3,200,50,120,30,140,490,170,12538,12646,9205,0,0,30,0,0,8348,0,0
62952,4,150,30,120,0,100,390,120,13031,13076,9595,40,290,0,0,174,9588,0,0
62952,5,180,0,160,0,140,490,140,26864,27123,17532,0,0,20,0,0,22179,0,0
62952,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62954,1,70,40,20,0,50,120,50,933,959,616,0,0,0,0,0,0,0,0
62954,2,50,30,20,0,30,90,0,1739,1739,1281,0,0,0,0,0,984,0,0
62954,3,50,0,40,0,30,110,40,3380,3442,3732,0,0,0,0,0,2258,0,0
62954,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62954,5,20,0,20,0,20,70,0,3416,3416,0,0,0,0,0,0,2692,0,0
62954,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62956,1,130,80,20,30,80,200,70,1616,1616,1218,0,0,0,0,0,224,0,0
62956,2,80,30,40,30,50,180,60,3029,3101,2187,0,0,0,0,0,1448,0,0
62956,3,50,20,30,0,40,100,20,3168,3168,2362,0,0,0,0,0,2114,0,0
62956,4,40,0,30,0,30,100,30,3202,3238,2140,0,0,0,0,0,2309,0,0
62956,5,50,0,40,0,40,120,30,5959,5959,3742,0,0,0,0,0,4788,0,0
62956,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62957,1,160,100,0,40,110,250,80,2129,2146,1717,0,0,0,0,0,328,0,0
62957,2,70,40,40,20,50,160,60,2584,2634,2117,0,0,0,0,0,1288,0,0
62957,3,50,0,30,0,40,130,60,3181,3181,2120,0,0,0,0,0,2048,0,0
62957,4,40,0,30,0,20,90,0,3748,3748,2572,0,0,0,0,0,2859,0,0
62957,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62957,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62958,1,350,270,40,30,130,390,70,4373,4459,3110,20,49,0,0,0,862,0,0
62958,2,220,110,70,30,110,390,110,7879,8007,5200,0,0,50,0,0,4130,0,0
62958,3,140,50,80,20,90,300,80,8931,9009,5955,0,0,0,0,0,6060,30,172
62958,4,120,20,90,0,60,280,70,10154,10231,5842,0,0,30,128,0,7437,0,0
62958,5,160,20,130,0,90,420,120,22100,22245,12279,30,883,0,0,246,18004,0,0
62958,6,50,0,50,0,40,150,50,23913,24279,14409,0,0,0,720,227,21405,0,0
62959,1,4310,2820,580,830,1940,6010,1830,54529,55108,41346,40,55,90,0,144,8924,40,41
62959,2,2890,1440,830,520,1410,5240,1550,105286,106167,80475,50,360,220,109,322,55658,80,144
62959,3,1690,600,860,190,910,3530,990,104120,105290,71319,60,140,160,140,443,70423,60,181
62959,4,1190,210,900,60,730,2900,810,103246,104149,70322,60,596,140,365,791,75720,70,170
62959,5,1580,180,1360,40,1030,4210,1270,209331,211502,135901,170,3227,180,1265,2012,168979,140,906
62959,6,380,30,330,0,330,1000,290,154126,157563,70262,160,32085,0,2755,1454,135952,90,3705
62960,1,1890,1160,300,410,1080,2790,910,24131,24370,18060,40,62,30,46,48,3594,0,0
62960,2,1070,470,380,200,670,2100,650,38438,38706,28181,0,0,50,0,134,18990,30,44
62960,3,650,200,370,60,450,1420,410,39692,39925,26326,40,356,40,193,178,26251,30,53
62960,4,410,60,310,40,290,1020,300,35303,35468,23639,0,0,40,0,125,25872,0,0
62960,5,550,60,480,0,410,1470,430,72703,73331,49202,80,4297,60,684,742,58708,50,332
62960,6,70,0,60,0,60,160,40,22931,23135,11520,0,0,0,0,0,20367,0,0
62963,1,100,50,20,40,50,190,90,1277,1296,1059,0,0,0,0,0,140,0,0
62963,2,60,40,0,20,40,130,50,2136,2136,1780,0,0,0,0,0,1070,0,0
62963,3,40,0,20,0,30,90,20,2899,2899,1914,0,0,0,0,0,2025,0,0
62963,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62963,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62963,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62964,1,200,80,30,80,100,390,170,2751,2797,2175,0,0,20,0,0,348,0,0
62964,2,130,50,30,60,50,250,100,4689,4689,3795,0,0,0,0,0,2512,0,0
62964,3,80,40,30,0,50,150,40,4972,5020,3315,0,0,0,0,0,3385,0,0
62964,4,40,0,30,0,30,90,30,3763,3763,1716,0,0,0,0,0,2789,0,0
62964,5,30,0,30,0,30,70,0,4080,4080,2128,0,0,0,0,0,3299,0,0
62964,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62966,1,2320,1470,300,510,1070,3560,1230,29903,30377,22932,0,0,60,49,0,4968,0,0
62966,2,1570,820,420,290,760,2830,840,56801,57392,43462,40,-24,130,0,174,30178,50,65
62966,3,940,370,460,80,540,1870,470,57721,58372,37778,30,161,110,77,283,39302,30,48
62966,4,560,110,420,40,340,1330,340,48802,49231,30519,30,302,60,123,222,35973,40,146
62966,5,760,90,660,0,500,1930,520,98944,100001,57716,90,2141,80,428,800,79689,50,181
62966,6,140,0,130,0,120,350,80,60081,60768,22657,60,10788,0,1084,546,53654,40,603
62967,1,50,40,0,0,20,70,20,575,575,414,0,0,0,0,0,0,0,0
62967,2,50,0,40,0,40,100,30,2119,2119,1372,0,0,0,0,0,1223,0,0
62967,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62967,4,30,0,20,0,0,70,0,2991,2991,1874,0,0,0,0,0,2313,0,0
62967,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62967,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
